STATION,DATE,PRCP
GHCND:USW00023160,20111024,0
GHCND:USW00023160,20111025,0
GHCND:USW00023160,20111026,0
GHCND:USW00023160,20111027,0
GHCND:USW00023160,20111028,0
GHCND:USW00023160,20111029,0
GHCND:USW00023160,20111030,0
GHCND:USW00023160,20111031,0
GHCND:USW00023160,20111101,0
GHCND:USW00023160,20111102,0
GHCND:USW00023160,20111103,0
GHCND:USW00023160,20111104,0
GHCND:USW00023160,20111105,46
GHCND:USW00023160,20111106,0
GHCND:USW00023160,20111107,43
GHCND:USW00023160,20111108,0
GHCND:USW00023160,20111109,0
GHCND:USW00023160,20111110,0
GHCND:USW00023160,20111111,0
GHCND:USW00023160,20111112,0
GHCND:USW00023160,20111113,122
GHCND:USW00023160,20111114,0
GHCND:USW00023160,20111115,0
GHCND:USW00023160,20111116,0
GHCND:USW00023160,20111117,0
GHCND:USW00023160,20111118,0
GHCND:USW00023160,20111119,0
GHCND:USW00023160,20111120,0
GHCND:USW00023160,20111121,0
GHCND:USW00023160,20111122,0
GHCND:USW00023160,20111123,0
GHCND:USW00023160,20111124,13
GHCND:USW00023160,20111125,23
GHCND:USW00023160,20111126,0
GHCND:USW00023160,20111127,0
GHCND:USW00023160,20111128,0
GHCND:USW00023160,20111129,0
GHCND:USW00023160,20111130,0
GHCND:USW00023160,20111201,36
GHCND:USW00023160,20111202,28
GHCND:USW00023160,20111203,69
GHCND:USW00023160,20111204,0
GHCND:USW00023160,20111205,0
GHCND:USW00023160,20111206,0
GHCND:USW00023160,20111207,0
GHCND:USW00023160,20111208,0
GHCND:USW00023160,20111209,0
GHCND:USW00023160,20111210,0
GHCND:USW00023160,20111211,0
GHCND:USW00023160,20111212,51
GHCND:USW00023160,20111213,290
GHCND:USW00023160,20111214,0
GHCND:USW00023160,20111215,0
GHCND:USW00023160,20111216,0
GHCND:USW00023160,20111217,0
GHCND:USW00023160,20111218,30
GHCND:USW00023160,20111219,13
GHCND:USW00023160,20111220,0
GHCND:USW00023160,20111221,0
GHCND:USW00023160,20111222,0
GHCND:USW00023160,20111223,0
GHCND:USW00023160,20111224,0
GHCND:USW00023160,20111225,0
GHCND:USW00023160,20111226,0
GHCND:USW00023160,20111227,0
GHCND:USW00023160,20111228,0
GHCND:USW00023160,20111229,0
GHCND:USW00023160,20111230,0
GHCND:USW00023160,20111231,0
GHCND:USW00023160,20120101,0
GHCND:USW00023160,20120102,0
GHCND:USW00023160,20120103,0
GHCND:USW00023160,20120104,0
GHCND:USW00023160,20120105,0
GHCND:USW00023160,20120106,0
GHCND:USW00023160,20120107,0
GHCND:USW00023160,20120108,0
GHCND:USW00023160,20120109,0
GHCND:USW00023160,20120110,0
GHCND:USW00023160,20120111,0
GHCND:USW00023160,20120112,0
GHCND:USW00023160,20120113,0
GHCND:USW00023160,20120114,0
GHCND:USW00023160,20120115,23
GHCND:USW00023160,20120116,13
GHCND:USW00023160,20120117,0
GHCND:USW00023160,20120118,0
GHCND:USW00023160,20120119,0
GHCND:USW00023160,20120120,0
GHCND:USW00023160,20120121,0
GHCND:USW00023160,20120122,0
GHCND:USW00023160,20120123,0
GHCND:USW00023160,20120124,0
GHCND:USW00023160,20120125,0
GHCND:USW00023160,20120126,0
GHCND:USW00023160,20120127,0
GHCND:USW00023160,20120128,0
GHCND:USW00023160,20120129,0
GHCND:USW00023160,20120130,0
GHCND:USW00023160,20120131,0
GHCND:USW00023160,20120201,0
GHCND:USW00023160,20120202,0
GHCND:USW00023160,20120203,0
GHCND:USW00023160,20120204,0
GHCND:USW00023160,20120205,0
GHCND:USW00023160,20120206,0
GHCND:USW00023160,20120207,0
GHCND:USW00023160,20120208,0
GHCND:USW00023160,20120209,0
GHCND:USW00023160,20120210,0
GHCND:USW00023160,20120211,0
GHCND:USW00023160,20120212,0
GHCND:USW00023160,20120213,0
GHCND:USW00023160,20120214,18
GHCND:USW00023160,20120215,0
GHCND:USW00023160,20120216,0
GHCND:USW00023160,20120217,3
GHCND:USW00023160,20120218,0
GHCND:USW00023160,20120219,0
GHCND:USW00023160,20120220,0
GHCND:USW00023160,20120221,0
GHCND:USW00023160,20120222,0
GHCND:USW00023160,20120223,0
GHCND:USW00023160,20120224,0
GHCND:USW00023160,20120225,0
GHCND:USW00023160,20120226,0
GHCND:USW00023160,20120227,0
GHCND:USW00023160,20120228,0
GHCND:USW00023160,20120229,0
GHCND:USW00023160,20120301,0
GHCND:USW00023160,20120302,0
GHCND:USW00023160,20120303,0
GHCND:USW00023160,20120304,0
GHCND:USW00023160,20120305,0
GHCND:USW00023160,20120306,0
GHCND:USW00023160,20120307,0
GHCND:USW00023160,20120308,0
GHCND:USW00023160,20120309,0
GHCND:USW00023160,20120310,0
GHCND:USW00023160,20120311,0
GHCND:USW00023160,20120312,0
GHCND:USW00023160,20120313,0
GHCND:USW00023160,20120314,0
GHCND:USW00023160,20120315,0
GHCND:USW00023160,20120316,0
GHCND:USW00023160,20120317,0
GHCND:USW00023160,20120318,76
GHCND:USW00023160,20120319,10
GHCND:USW00023160,20120320,0
GHCND:USW00023160,20120321,0
GHCND:USW00023160,20120322,0
GHCND:USW00023160,20120323,0
GHCND:USW00023160,20120324,0
GHCND:USW00023160,20120325,0
GHCND:USW00023160,20120326,0
GHCND:USW00023160,20120327,0
GHCND:USW00023160,20120328,0
GHCND:USW00023160,20120329,0
GHCND:USW00023160,20120330,0
GHCND:USW00023160,20120331,0
GHCND:USW00023160,20120401,0
GHCND:USW00023160,20120402,0
GHCND:USW00023160,20120403,0
GHCND:USW00023160,20120404,0
GHCND:USW00023160,20120405,0
GHCND:USW00023160,20120406,0
GHCND:USW00023160,20120407,0
GHCND:USW00023160,20120408,0
GHCND:USW00023160,20120409,0
GHCND:USW00023160,20120410,0
GHCND:USW00023160,20120411,0
GHCND:USW00023160,20120412,0
GHCND:USW00023160,20120413,0
